Period Desc.;Trade Flow;Reporter;Reporter ISO;Partner;Partner ISO;Commodity;Trade Value (US$)
2014;Export;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;3322276
2014;Import;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;289593460
2014;Export;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;72959134
2014;Import;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;610897821
2014;Export;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;64445518
2014;Import;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;875595
2014;Export;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;526940
2014;Re-Export;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;58273
2015;Import;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;6696066
2015;Export;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;3756279
2015;Import;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;263889775
2015;Export;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;63190687
2015;Import;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;550874434
2015;Export;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;73129863
2015;Import;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;24485
2015;Export;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;439127
2016;Import;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;7788184
2016;Export;United Kingdom;GBR;China;CHN;Cocoa and cocoa preparations;3088454
2016;Import;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;241141815
2016;Export;United Kingdom;GBR;France;FRA;Cocoa and cocoa preparations;59875778
2016;Import;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;507791832
2016;Export;United Kingdom;GBR;Germany;DEU;Cocoa and cocoa preparations;71330100
2016;Import;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;49905
2016;Export;United Kingdom;GBR;India;IND;Cocoa and cocoa preparations;130944
2014;Import;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;59519579
2014;Export;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;40249495
2014;Re-Export;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;60386
2014;Import;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;654715562
2014;Export;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;201214907
2014;Import;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;721323391
2014;Export;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;92945050
2014;Import;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;15351268
2014;Export;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;3847174
2014;Re-Export;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;44620
2015;Import;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;53159426
2015;Export;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;33072074
2015;Import;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;608269971
2015;Export;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;187461147
2015;Import;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;700913655
2015;Export;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;78784432
2015;Import;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;14630201
2015;Export;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;2243783
2016;Import;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;53981259
2016;Export;United Kingdom;GBR;China;CHN;Preparations of cereals, flour, starch or milk pastrycooks' products;45266066
2016;Import;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;634253494
2016;Export;United Kingdom;GBR;France;FRA;Preparations of cereals, flour, starch or milk pastrycooks' products;150160643
2016;Import;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;671383991
2016;Export;United Kingdom;GBR;Germany;DEU;Preparations of cereals, flour, starch or milk pastrycooks' products;72171984
2016;Import;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;14188982
2016;Export;United Kingdom;GBR;India;IND;Preparations of cereals, flour, starch or milk pastrycooks' products;2203815
2014;Import;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;65600525
2014;Export;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;2305282
2014;Import;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;211178794
2014;Export;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;47919721
2014;Import;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;359259087
2014;Export;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;40059177
2014;Import;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;77230538
2014;Export;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;2312464
2014;Re-Export;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;90320
2015;Import;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;64388486
2015;Export;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;3697150
2015;Import;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;198170785
2015;Export;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;54873713
2015;Import;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;315056019
2015;Export;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;34892599
2015;Import;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;74533670
2015;Export;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;1853775
2016;Import;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;64070858
2016;Export;United Kingdom;GBR;China;CHN;Preparations of vegetables, fruit, nuts or other parts of plants;4934701
2016;Import;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;175843166
2016;Export;United Kingdom;GBR;France;FRA;Preparations of vegetables, fruit, nuts or other parts of plants;59323083
2016;Import;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;359980795
2016;Export;United Kingdom;GBR;Germany;DEU;Preparations of vegetables, fruit, nuts or other parts of plants;34480804
2016;Import;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;75427032
2016;Export;United Kingdom;GBR;India;IND;Preparations of vegetables, fruit, nuts or other parts of plants;2028393
2014;Import;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;67656635
2014;Export;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;13512242
2014;Import;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;338968229
2014;Export;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;213484488
2014;Import;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;585699349
2014;Export;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;377778212
2014;Import;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;28580451
2014;Export;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;2910311
2014;Re-Export;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;21557
2015;Import;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;57726295
2015;Export;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;37690368
2015;Import;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;301655878
2015;Export;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;223798998
2015;Import;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;508912980
2015;Export;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;372454474
2015;Import;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;23824904
2015;Export;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;3207656
2016;Import;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;58050780
2016;Export;United Kingdom;GBR;China;CHN;Miscellaneous edible preparations;36321347
2016;Import;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;298813102
2016;Export;United Kingdom;GBR;France;FRA;Miscellaneous edible preparations;208014408
2016;Import;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;464357127
2016;Export;United Kingdom;GBR;Germany;DEU;Miscellaneous edible preparations;376147183
2016;Import;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;22953593
2016;Export;United Kingdom;GBR;India;IND;Miscellaneous edible preparations;5238818
2014;Import;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;11758709
2014;Export;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;108801101
2014;Re-Export;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;580704
2014;Import;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;2405533208
2014;Export;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;1064497376
2014;Import;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;629122104
2014;Export;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;399808199
2014;Import;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;1626825
2014;Export;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;152305593
2014;Re-Export;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;704962
2015;Import;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;14316855
2015;Export;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;88861325
2015;Import;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;2160077995
2015;Export;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;940715278
2015;Import;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;495107941
2015;Export;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;364980566
2015;Import;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;1573553
2015;Export;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;135252006
2016;Import;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;12786269
2016;Export;United Kingdom;GBR;China;CHN;Beverages, spirits and vinegar;108378331
2016;Import;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;1867380288
2016;Export;United Kingdom;GBR;France;FRA;Beverages, spirits and vinegar;854119915
2016;Import;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;515383768
2016;Export;United Kingdom;GBR;Germany;DEU;Beverages, spirits and vinegar;375407538
2016;Import;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;1850717
2016;Export;United Kingdom;GBR;India;IND;Beverages, spirits and vinegar;135191101
2014;Import;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;54573825
2014;Export;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;13349766
2014;Import;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;342366616
2014;Export;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;163769305
2014;Import;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;236761056
2014;Export;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;162831327
2014;Import;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;7232122
2014;Export;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;4088711
2015;Import;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;61516785
2015;Export;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;13422327
2015;Import;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;313938176
2015;Export;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;111884825
2015;Import;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;210871590
2015;Export;United Kingdom;GBR;Germany;DEU;Food industries, residues and wastes thereof prepared animal fodder;121572669
2015;Import;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;5601767
2015;Export;United Kingdom;GBR;India;IND;Food industries, residues and wastes thereof prepared animal fodder;2974119
2016;Import;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;83990843
2016;Export;United Kingdom;GBR;China;CHN;Food industries, residues and wastes thereof prepared animal fodder;18065143
2016;Import;United Kingdom;GBR;France;FRA;Food industries, residues and wastes thereof prepared animal fodder;218956864
